151,1800 Preston Park BlvdPlanoTX,16.1 miles,5.7 miles,1.6 miles,0.9 mile,3.1 miles,5.6 miles,NA,4.9 miles,4.4 miles,1.0 mile,NA,8.6 miles,1.6 miles,0.5 mile
153,200 Valley RdMount ArlingtonNJ,2.5 miles,2.4 miles,23.0 miles,22.8 miles,0.5 mile,33.9 miles,NA,33.1 miles,37.1 miles,34.1 miles,19.0 miles,13.7 miles,12.7 miles,31.4 miles
154,9610 Waples StSan DiegoCA,NA,NA,8.6 miles,13.5 miles,15.5 miles,15.9 miles,15.5 miles,17.8 miles,0.7 mile,1.3 miles,NA,3.4 miles,NA,8.9 miles
155,4212 S 47th StPhoenixAZ,7.6 miles,5.7 miles,9.7 miles,NA,0.2 mile,10.4 miles,NA,2.9 miles,NA,0.4 mile,NA,3.6 miles,NA,5.4 miles
157,80 S Jefferson RdWhippanyNJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,15241 Laguna Canyon RdIrvineCA,NA,10.8 miles,12.6 miles,2.7 miles,6.8 miles,"2,431 miles",NA,2.8 miles,NA,2.1 miles,NA,1.2 miles,4.2 miles,2.3 miles
159,11351 Random Hills RoadFAIRFAXVA,157 miles,2.8 miles,0.7 mile,2.7 miles,0.3 mile,3.5 miles,NA,0.4 mile,0.7 mile,0.4 mile,0.4 mile,1.9 miles,4.3 miles,1.2 miles
160,1560 Spring Meadow DrLakewoodNJ,203 miles,60.8 miles,4.3 miles,14.0 miles,7.7 miles,78.0 miles,NA,286 miles,NA,NA,NA,0.5 mile,NA,2.1 miles
161,100 CLUBHOUSE CIRGARNET VALLEYPA,47.8 miles,NA,61.3 miles,NA,NA,8.9 miles,NA,115 miles,91.3 miles,69.0 miles,NA,5.9 miles,NA,1.1 miles
163,12801 N Central ExpyDallasTX,62 ft,62 ft,5.7 miles,4.6 miles,NA,6.5 miles,NA,10.6 miles,2.7 miles,2.4 miles,NA,10.8 miles,NA,NA
165,15241 Laguna Canyon RdIrvineCA,NA,10.8 miles,12.6 miles,2.7 miles,6.8 miles,"2,431 miles",NA,2.8 miles,NA,2.1 miles,NA,1.2 miles,4.2 miles,2.3 miles
166,21103 Via ArnazYorba LindaCA,37.0 miles,NA,96.5 miles,28.2 miles,NA,38.5 miles,NA,NA,NA,NA,NA,5.4 miles,NA,4.7 miles
167,2805 North Dallas ParkwayPlanoTX,5.9 miles,7.5 miles,5.2 miles,3.0 miles,NA,4.8 miles,NA,1.3 miles,NA,1.4 miles,NA,2.1 miles,NA,NA
168,3020 Hamaker CtFairfaxVA,16.4 miles,4.0 miles,23.5 miles,10.6 miles,0.8 mile,2.6 miles,NA,NA,6.1 miles,3.7 miles,NA,4.9 miles,7.3 miles,1.0 mile
169,2633 Richardson DrCharlotteNC,2.9 miles,0.0 miles,7.7 miles,1.4 miles,11.1 miles,9.1 miles,NA,NA,2.4 miles,2.1 miles,NA,8.8 miles,NA,8.2 miles
170,1245 S Winchester BlvdSan JoseCA,9.2 miles,7.4 miles,7.3 miles,7.1 miles,NA,6.2 miles,NA,NA,2.6 miles,0.5 mile,NA,8.9 miles,NA,0.3 mile
171,1 Riverpointe PlzJeffersonvilleIN,NA,NA,26.1 miles,NA,NA,2.6 miles,NA,NA,NA,NA,NA,4.2 miles,NA,NA
172,215 W Church RdKing Of PrussiaPA,2.2 miles,1.8 miles,0.7 mile,NA,NA,2.9 miles,NA,3.9 miles,NA,NA,3.7 miles,1.6 miles,NA,NA
173,1301 Central Expy NAllenTX,28.6 miles,NA,3.7 miles,4.1 miles,6.5 miles,24.0 miles,NA,"1,098 miles",NA,NA,NA,13.5 miles,NA,NA
174,15241 Laguna Canyon RdIrvineCA,NA,10.8 miles,12.6 miles,2.7 miles,6.8 miles,"2,431 miles",NA,2.8 miles,NA,2.1 miles,NA,1.2 miles,4.2 miles,2.3 miles
175,1770 Lancaster AvePaoliPA,10.9 miles,10.9 miles,12.2 miles,3.7 miles,3.8 miles,41.7 miles,NA,47.0 miles,51.6 miles,0.6 mile,NA,5.2 miles,1.3 miles,0.8 mile
176,1800 SW 1st Avenue #1PortlandOR,1.7 miles,0.4 mile,8.0 miles,1.4 miles,3.8 miles,1.0 mile,NA,0.9 mile,0.4 mile,0.9 mile,0.9 mile,11.7 miles,10.0 miles,0.4 mile
177,400 Campus DrCollegevillePA,3.1 miles,NA,0.2 mile,2.8 miles,4.3 miles,27.1 miles,NA,381 miles,NA,1.3 miles,NA,2.4 miles,NA,1.4 miles
178,1600 Church RdWyncotePA,NA,NA,NA,NA,NA,1.4 miles,NA,NA,NA,NA,NA,14.2 miles,NA,NA
179,501 Office Center DrFort WashingtonPA,1.8 miles,2.2 miles,15.4 miles,5.0 miles,4.4 miles,26.5 miles,NA,4.9 miles,10.1 miles,0.6 mile,1.8 miles,2.4 miles,NA,306 miles
180,1 Polaris WayAliso ViejoCA,NA,1.9 miles,6.3 miles,3.2 miles,1.5 miles,52.5 miles,NA,3.2 miles,5.7 miles,NA,7.4 miles,6.7 miles,1.5 miles,0.4 mile
181,148 Paramount # 152IrvineCA,37.0 miles,NA,NA,NA,34.9 miles,43.9 miles,NA,81.0 miles,NA,NA,NA,9.2 miles,NA,NA
182,4042 E Cortez StPhoenixAZ,NA,13.6 miles,8.0 miles,NA,NA,9.1 miles,NA,8.0 miles,NA,NA,NA,1.8 miles,NA,NA
183,1090 King Georges Post RdEdisonNJ,1.6 miles,5.9 miles,36.8 miles,4.9 miles,2.7 miles,43.9 miles,NA,NA,NA,3.1 miles,NA,6.2 miles,6.2 miles,3.9 miles
184,28990 N White Feather LnScottsdaleAZ,NA,NA,NA,10.5 miles,15.6 miles,15.8 miles,NA,NA,NA,8.7 miles,NA,0.5 mile,NA,6.4 miles
185,9610 Waples StSan DiegoCA,NA,NA,8.6 miles,13.5 miles,15.5 miles,13.3 miles,NA,17.8 miles,0.7 mile,1.3 miles,NA,3.4 miles,NA,8.9 miles
186,2800 Thorndyke Ave WSeattleWA,NA,NA,NA,1.3 miles,NA,NA,NA,NA,NA,276 ft,NA,0.7 mile,NA,1.2 miles
187,2800 Thorndyke Ave WSeattleWA,NA,NA,NA,1.3 miles,NA,NA,NA,NA,NA,276 ft,NA,0.7 mile,NA,1.2 miles
188,4035 Ridge Top RdFairfaxVA,93.5 miles,3.2 miles,1.0 mile,2.8 miles,0.5 mile,21.2 miles,NA,NA,NA,4.3 miles,NA,2.4 miles,NA,1.0 mile
192,1801 Scimitar DrHendersonNV,NA,NA,NA,4.6 miles,NA,NA,NA,NA,NA,NA,NA,3.6 miles,3.6 miles,2.2 miles
193,2920 N Green Valley PkwyHendersonNV,0.1 mile,5.2 miles,6.9 miles,4.8 miles,0.5 mile,1.8 miles,NA,NA,NA,2.3 miles,NA,2.6 miles,NA,2.4 miles
194,9305 Mesa Verde Dr Apt AMontclairCA,NA,NA,NA,NA,1.1 miles,2.3 miles,NA,NA,NA,2.1 miles,NA,NA,NA,NA
195,5000 S RAINBOW BLVDLAS VEGASNV,10.7 miles,4.7 miles,4.7 miles,6.1 miles,2.6 miles,4.3 miles,3.4 miles,18.0 miles,2.9 miles,0.6 mile,NA,8.1 miles,6.0 miles,1.3 miles
196,1100 Northmeadow PkwyRoswellGA,1.0 mile,2.7 miles,NA,3.0 miles,NA,0.7 mile,NA,NA,NA,4.4 miles,NA,7.6 miles,NA,2.5 miles
199,3710 Rawlins StDallasTX,0.4 mile,0.4 mile,4.1 miles,NA,NA,1.3 miles,NA,0.9 mile,13.3 miles,NA,NA,NA,NA,NA
200,109 REFUGE DR EDRUMSPA,NA,NA,NA,NA,7.1 miles,309 miles,NA,121 miles,43.9 miles,NA,NA,NA,NA,NA
201,1800 Gateway DrSan MateoCA,3.0 miles,1.9 miles,4.4 miles,1.9 miles,NA,1.0 mile,5.3 miles,2.1 miles,NA,4.4 miles,NA,3.6 miles,NA,0.5 mile
202,1 Waterway CtSpringTX,3.1 miles,249 miles,NA,1.5 miles,NA,2.1 miles,NA,NA,NA,NA,16.7 miles,NA,NA,NA
203,3815 Starfield LnLas VegasNV,12.8 miles,"1,236 miles",8.3 miles,2.9 miles,0.4 mile,3.6 miles,13.4 miles,27.8 miles,17.7 miles,4.5 miles,NA,3.0 miles,NA,3.1 miles
204,1 Polaris Way Ste 100Aliso ViejoCA,7.7 miles,NA,6.3 miles,NA,3.4 miles,NA,NA,0.7 mile,NA,NA,NA,6.7 miles,NA,NA
188,4035 Ridge Top RdFairfaxVA,93.5 miles,3.2 miles,1.0 mile,2.8 miles,0.5 mile,181 miles,NA,NA,NA,1.0 mile,NA,2.4 miles,NA,1.0 mile
192,1801 Scimitar DrHendersonNV,NA,NA,4.0 miles,4.6 miles,NA,2.1 miles,NA,NA,16.9 miles,NA,NA,3.6 miles,5.1 miles,2.2 miles
193,2920 N Green Valley PkwyHendersonNV,0.1 mile,5.2 miles,6.9 miles,4.8 miles,0.5 mile,1.8 miles,NA,NA,4.1 miles,2.3 miles,NA,2.6 miles,NA,2.4 miles
194,9305 Mesa Verde Dr Apt AMontclairCA,NA,NA,NA,NA,1.1 miles,2.3 miles,NA,NA,7.0 miles,2.1 miles,NA,NA,NA,NA
195,5000 S RAINBOW BLVDLAS VEGASNV,10.7 miles,4.7 miles,4.7 miles,6.1 miles,2.6 miles,4.3 miles,3.4 miles,18.0 miles,2.9 miles,0.6 mile,NA,8.1 miles,6.0 miles,1.3 miles
196,1100 Northmeadow PkwyRoswellGA,1.0 mile,2.7 miles,NA,3.0 miles,NA,0.7 mile,NA,NA,14.4 miles,NA,NA,8.0 miles,NA,2.5 miles
199,3710 Rawlins StDallasTX,NA,NA,4.1 miles,NA,NA,7.7 miles,NA,0.9 mile,13.3 miles,NA,NA,6.1 miles,NA,NA
200,109 REFUGE DR EDRUMSPA,NA,NA,NA,NA,7.1 miles,309 miles,NA,121 miles,43.9 miles,NA,NA,3.9 miles,NA,NA
201,1800 Gateway DrSan MateoCA,3.0 miles,2.7 miles,4.4 miles,2.6 miles,NA,1.0 mile,4.8 miles,2.1 miles,NA,4.4 miles,NA,3.6 miles,NA,0.5 mile
202,1 Waterway CtSpringTX,3.1 miles,249 miles,NA,1.5 miles,NA,2.1 miles,NA,NA,NA,NA,16.7 miles,NA,NA,NA
203,3815 Starfield LnLas VegasNV,NA,"1,236 miles",NA,NA,0.4 mile,3.6 miles,13.4 miles,27.8 miles,17.7 miles,4.5 miles,NA,3.2 miles,NA,3.1 miles
204,1 Polaris Way Ste 100Aliso ViejoCA,7.7 miles,NA,6.3 miles,NA,3.4 miles,NA,NA,NA,NA,NA,NA,6.7 miles,NA,NA
205,838 Galt TerSunnyvaleCA,106 miles,97.2 miles,12.6 miles,2.3 miles,2.6 miles,NA,NA,NA,NA,NA,NA,3.5 miles,NA,9.5 miles
206,11135 S Eastern AveHendersonNV,3.7 miles,NA,1.4 miles,3.2 miles,2.7 miles,1.5 miles,NA,NA,7.3 miles,1.8 miles,NA,3.4 miles,NA,1.1 miles
207,12 VIA CORDOBARANCHO SANTA MARGARITACA,1.4 miles,0.5 mile,74.2 miles,59.6 miles,1.3 miles,21.8 miles,NA,0.3 mile,8.0 miles,0.6 mile,NA,3.2 miles,3.2 miles,0.3 mile
208,25115 Avenue StanfordValenciaCA,59.9 miles,31.2 miles,10.2 miles,2.6 miles,3.3 miles,22.7 miles,NA,NA,NA,22.0 miles,NA,3.1 miles,NA,NA
209,6655 S Cimarron RdLas VegasNV,1.7 miles,NA,6.2 miles,7.6 miles,1.9 miles,7.2 miles,NA,13.4 miles,2.1 miles,1.9 miles,NA,2.8 miles,4.4 miles,1.3 miles
210,8401 N 84th PlScottsdaleAZ,5.6 miles,5.6 miles,5.1 miles,6.0 miles,7.3 miles,6.8 miles,NA,1.8 miles,NA,1.7 miles,NA,5.2 miles,NA,NA
211,2805 Dallas PkwyPlanoTX,5.9 miles,NA,5.2 miles,3.0 miles,5.0 miles,10.5 miles,NA,2.9 miles,5.5 miles,6.6 miles,NA,2.1 miles,NA,1.0 mile
212,410 S Front StPhiladelphiaPA,6.3 miles,0.9 mile,1.5 miles,0.9 mile,3.3 miles,0.8 mile,NA,2.3 miles,4.3 miles,NA,8.6 miles,5.4 miles,NA,2.1 miles
213,8796 Aspenglow PlSanteeCA,NA,NA,NA,NA,1.5 miles,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,7710 NE Vancouver Mall DrVancouverWA,NA,2.2 miles,NA,12.7 miles,1.0 mile,1.8 miles,NA,2.7 miles,NA,0.5 mile,NA,1.6 miles,1.1 miles,NA
215,"14951 N, Dallas PkwyDallasTX",1.3 miles,4.9 miles,1.5 miles,4.3 miles,NA,2.0 miles,NA,5.1 miles,NA,0.4 mile,NA,9.5 miles,NA,NA
216,10 Regent StJersey CityNJ,0.0 miles,0.0 miles,0.0 miles,4.1 miles,2.0 miles,NA,NA,0.3 mile,1.3 miles,0.5 mile,NA,1.9 miles,NA,1.7 miles
217,13055 Peppergate LnHoustonTX,NA,28.6 miles,NA,17.9 miles,NA,41.7 miles,NA,17.2 miles,NA,NA,NA,19.6 miles,32.7 miles,NA
218,1500 112th Ave NEBellevueWA,0.8 mile,0.8 mile,3.9 miles,1.4 miles,3.1 miles,NA,NA,1.6 miles,2.6 miles,3.2 miles,4.4 miles,4.4 miles,3.2 miles,1.2 miles
219,89 CAMINO DEL ORORANCHO SANTA MARGARITACA,2.1 miles,2.7 miles,10.4 miles,10.0 miles,2.2 miles,20.9 miles,NA,6.2 miles,7.8 miles,2.7 miles,NA,4.2 miles,4.2 miles,3.1 miles
220,560 Galt TerSunnyvaleCA,0.8 mile,97.2 miles,12.6 miles,3.5 miles,2.6 miles,7.5 miles,NA,147 miles,131 miles,75.9 miles,NA,3.5 miles,8.8 miles,NA
221,17235 N 75th AveGlendaleAZ,4.5 miles,8.6 miles,NA,27.2 miles,9.9 miles,1.8 miles,NA,4.3 miles,0.3 mile,4.1 miles,NA,3.7 miles,NA,2.3 miles
222,15241 Laguna Canyon RdIrvineCA,NA,10.8 miles,12.6 miles,2.7 miles,6.8 miles,"2,431 miles",NA,2.8 miles,NA,2.1 miles,NA,1.2 miles,4.2 miles,2.3 miles
223,216 Pointe LnKansas CityMO,55.5 miles,18.6 miles,12.5 miles,13.2 miles,9.4 miles,9.5 miles,NA,5.9 miles,7.3 miles,7.7 miles,NA,9.0 miles,1.2 miles,2.9 miles
224,8616 Turtle Creek BlvdDallasTX,8.7 miles,9.0 miles,6.7 miles,1.7 miles,5.9 miles,107 miles,NA,6.9 miles,6.9 miles,2.3 miles,NA,13.7 miles,NA,6.3 miles
227,77772 Flora RdPalm DesertCA,NA,6.0 miles,NA,8.7 miles,NA,8.0 miles,NA,18.0 miles,NA,NA,NA,7.1 miles,NA,NA
228,16625 S Desert Foothills PkwyPhoenixAZ,72 ft,72 ft,15.8 miles,31.4 miles,0.9 mile,16.7 miles,NA,11.7 miles,24.8 miles,4.4 miles,NA,2.1 miles,9.2 miles,1.1 miles
229,2300 NE 68th StKansas CityMO,NA,11.1 miles,NA,16.6 miles,12.4 miles,12.4 miles,NA,6.3 miles,4.3 miles,2.8 miles,5.5 miles,8.1 miles,4.0 miles,2.3 miles
230,4145 MILLENNIUM AVECHARLOTTENC,4.2 miles,8.3 miles,5.4 miles,NA,NA,NA,NA,NA,NA,NA,14.0 miles,30.2 miles,NA,NA
232,3409 Wilson BlvdArlingtonVA,495 ft,495 ft,495 ft,0.7 mile,NA,2.5 miles,NA,495 ft,NA,NA,NA,495 ft,NA,NA
233,2621 Night Jasmine DrSimi ValleyCA,NA,NA,NA,NA,1.0 mile,NA,NA,NA,2.9 miles,NA,NA,NA,NA,0.8 mile
234,11500 N Ambassador DrKansas CityMO,NA,18.2 miles,0.7 mile,NA,5.1 miles,20.5 miles,NA,28.3 miles,2.2 miles,5.1 miles,NA,3.6 miles,NA,4.0 miles
235,80 S Jefferson RdWhippanyNJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,6402 S La Corta DrTempeAZ,5.3 miles,NA,3.6 miles,1.5 miles,NA,3.2 miles,NA,17.7 miles,4.0 miles,2.3 miles,NA,1.0 mile,NA,1.7 miles
237,13374 Caminito Mar VillaDel MarCA,NA,NA,42.3 miles,5.5 miles,10.8 miles,NA,NA,4.0 miles,7.8 miles,2.2 miles,NA,7.5 miles,NA,5.5 miles
238,500 Blue Water LnFullertonCA,4.0 miles,NA,NA,NA,NA,15.2 miles,NA,NA,NA,NA,62.5 miles,NA,NA,NA
239,10 Regent StJersey CityNJ,0.0 miles,0.0 miles,0.0 miles,4.1 miles,2.3 miles,NA,NA,0.3 mile,1.3 miles,0.5 mile,NA,1.9 miles,NA,1.7 miles
241,23046 Avenida de la CarlotaLaguna HillsCA,NA,NA,8.2 miles,6.9 miles,2.2 miles,13.7 miles,NA,1.7 miles,7.2 miles,1.8 miles,NA,8.3 miles,NA,3.9 miles
242,410 S Front StPhiladelphiaPA,6.3 miles,0.9 mile,1.5 miles,0.9 mile,3.4 miles,0.8 mile,NA,2.3 miles,4.3 miles,NA,8.6 miles,5.4 miles,NA,2.1 miles
246,9450 N 94th PlScottsdaleAZ,3.9 miles,0.5 mile,5.3 miles,6.9 miles,9.8 miles,10.2 miles,NA,3.3 miles,9.8 miles,NA,NA,3.3 miles,NA,NA
247,5600 NW Sunrise Meadow CirLees SummitMO,NA,NA,NA,NA,11.1 miles,NA,NA,NA,NA,NA,NA,2.2 miles,2.2 miles,9.5 miles
248,11 Cleveland PlSpringfieldNJ,436 miles,448 miles,447 miles,442 miles,446 miles,448 miles,NA,450 miles,450 miles,448 miles,NA,444 miles,456 miles,448 miles
249,7511 Greenwood Ave NSeattleWA,0.1 mile,2.3 miles,122 miles,NA,NA,2.3 miles,NA,4.2 miles,NA,NA,NA,1.6 miles,NA,0.9 mile
250,13311 Newland StGarden GroveCA,3.0 miles,3.1 miles,93.9 miles,NA,NA,2.7 miles,NA,NA,NA,NA,NA,5.4 miles,NA,NA
251,3578 Rambla PlSanta ClaraCA,0.6 mile,4.5 miles,3.1 miles,1.9 miles,2.8 miles,5.2 miles,NA,2.2 miles,5.4 miles,2.3 miles,NA,4.8 miles,NA,NA
253,6011 E 6th AveSpokane ValleyWA,7.4 miles,4.9 miles,3.0 miles,NA,1.8 miles,2.4 miles,NA,43 ft,9.2 miles,2.0 miles,NA,5.0 miles,8.8 miles,NA
254,830 Carnegie StHendersonNV,1.6 miles,"1,051 miles",5.8 miles,2.0 miles,NA,1.9 miles,NA,NA,5.7 miles,3.2 miles,NA,5.2 miles,NA,1.7 miles
255,10201 Mason AveChatsworthCA,0.4 mile,0.2 mile,11.0 miles,NA,NA,NA,NA,NA,NA,NA,NA,20.1 miles,NA,NA
256,365 Herndon PkwyHerndonVA,NA,0.2 mile,NA,NA,NA,NA,NA,1.1 miles,NA,NA,NA,2.0 miles,NA,NA
258,4735 Sail Point StLas VegasNV,NA,NA,6.4 miles,5.3 miles,2.8 miles,NA,NA,4.3 miles,5.6 miles,7.2 miles,12.9 miles,5.0 miles,2.1 miles,6.6 miles
259,511 S Post Oak LnHoustonTX,7.3 miles,34.2 miles,19.1 miles,1.1 miles,7.5 miles,7.8 miles,NA,NA,5.9 miles,1.6 miles,NA,3.6 miles,NA,2.5 miles
260,15241 Laguna Canyon RdIrvineCA,NA,10.8 miles,12.6 miles,2.7 miles,6.8 miles,"2,431 miles",NA,2.8 miles,NA,2.1 miles,NA,1.2 miles,4.2 miles,2.3 miles
261,5316 W Highway 290AustinTX,12.0 miles,0.3 mile,15.4 miles,6.7 miles,4.6 miles,0.2 mile,NA,6.8 miles,NA,2.1 miles,NA,8.6 miles,NA,2.4 miles
262,8290 Arville StLas VegasNV,NA,NA,8.4 miles,3.8 miles,0.7 mile,8.3 miles,NA,1.3 miles,4.6 miles,8.6 miles,NA,7.8 miles,7.0 miles,6.0 miles
264,1330 Enclave PkwyHoustonTX,10.0 miles,3.2 miles,5.5 miles,4.5 miles,NA,3.6 miles,NA,1.8 miles,NA,NA,NA,12.4 miles,9.0 miles,NA
266,15221 N CLUBGATE DRSCOTTSDALEAZ,NA,12.8 miles,3.9 miles,5.5 miles,2.3 miles,3.6 miles,NA,7.3 miles,5.0 miles,1.7 miles,NA,0.3 mile,0.3 mile,NA
269,3655 Country Club DrLong BeachCA,435 miles,NA,NA,3.6 miles,3.4 miles,4.5 miles,NA,NA,NA,NA,NA,1.3 miles,NA,1.9 miles
270,16775 Von Karman AveIrvineCA,NA,NA,NA,8.6 miles,NA,4.1 miles,NA,0.5 mile,NA,6.7 miles,NA,5.5 miles,NA,0.3 mile
272,108 ARCH STPHILADELPHIAPA,1.0 mile,0.9 mile,1.3 miles,2.4 miles,1.6 miles,0.9 mile,1.1 miles,2.6 miles,2.9 miles,NA,6.8 miles,6.2 miles,1.9 miles,NA
273,1600 N Saba StChandlerAZ,3.1 miles,4.4 miles,6.9 miles,5.0 miles,NA,1.2 miles,NA,16.6 miles,NA,2.3 miles,NA,3.4 miles,NA,1.0 mile
274,5009 S CAMINO RUIZCAMARILLOCA,5.1 miles,NA,NA,9.8 miles,13.5 miles,48.9 miles,NA,53.8 miles,33.1 miles,3.3 miles,NA,17.6 miles,NA,0.1 mile
276,17 W Vernon AvePhoenixAZ,3.0 miles,NA,5.1 miles,NA,NA,3.3 miles,NA,23.3 miles,3.4 miles,2.6 miles,NA,2.5 miles,NA,1.6 miles
277,2100 124th Ave NEBellevueWA,3 ft,2.7 miles,5.5 miles,1.4 miles,2.1 miles,NA,NA,2.8 miles,1.3 miles,1.2 miles,NA,3.2 miles,2.7 miles,1.2 miles
278,3865 Vineyards Lake Cir NWKennesawGA,NA,NA,NA,4.6 miles,2.4 miles,1.1 miles,NA,NA,6.1 miles,0.6 mile,NA,2.3 miles,NA,3.1 miles
280,11125 N AMBASSADOR DR STE 200KANSAS CITYMO,NA,0.0 miles,1.2 miles,23.4 miles,4.3 miles,10.3 miles,NA,5.3 miles,4.8 miles,4.5 miles,NA,3.1 miles,5.4 miles,3.6 miles
281,5997 N 48th DrGlendaleAZ,4.9 miles,1.6 miles,NA,NA,NA,0.9 mile,NA,17.8 miles,10.0 miles,NA,NA,15.2 miles,NA,6.0 miles
282,4 Walter E Foran BlvdFlemingtonNJ,1.0 mile,NA,1.1 miles,NA,NA,83.4 miles,NA,374 miles,229 miles,2.2 miles,NA,5.7 miles,NA,0.7 mile
283,10660 Barkley StOverland ParkKS,0.0 miles,0.0 miles,9.8 miles,2.3 miles,2.2 miles,544 miles,NA,NA,1.5 miles,2.2 miles,NA,1.5 miles,NA,0.8 mile
284,13921 S Summit StOlatheKS,20.2 miles,25.6 miles,5.2 miles,4.1 miles,3.3 miles,179 miles,NA,683 miles,228 miles,3.4 miles,29.2 miles,8.5 miles,9.1 miles,NA
285,53 MeadowbrookAliso ViejoCA,13.4 miles,5.5 miles,6.0 miles,2.2 miles,0.4 mile,14.7 miles,NA,2.2 miles,5.3 miles,7.8 miles,NA,6.2 miles,2.7 miles,1.4 miles
286,12411 OSBORNE STARLETACA,0.5 mile,0.7 mile,5.1 miles,17.0 miles,NA,2.4 miles,NA,NA,NA,1.6 miles,2.7 miles,11.9 miles,NA,NA
287,5101 N CASA BLANCA DRSCOTTSDALEAZ,0.1 mile,NA,NA,7.7 miles,10.5 miles,8.7 miles,NA,5.1 miles,9.0 miles,11.4 miles,NA,3.2 miles,4.5 miles,3.6 miles
288,120 Homestead DrColumbusNJ,NA,NA,NA,NA,9.6 miles,16.0 miles,NA,164 miles,127 miles,46.3 miles,66.8 miles,10.7 miles,0.8 mile,NA
290,2800 Thorndyke Ave WSeattleWA,NA,NA,79 ft,1.3 miles,NA,NA,NA,NA,NA,276 ft,NA,0.7 mile,NA,1.2 miles
291,11351 Random Hills RdFairfaxVA,156 miles,13.2 miles,0.7 mile,2.7 miles,0.3 mile,3.5 miles,NA,13.2 miles,0.7 mile,0.9 mile,NA,3.1 miles,4.3 miles,NA
292,500 Sugar Mill RdAtlantaGA,3 ft,1.3 miles,34.4 miles,NA,NA,19.3 miles,NA,NA,NA,NA,NA,1.8 miles,NA,NA
293,6655 S Cimarron RdLas VegasNV,11.9 miles,NA,6.2 miles,7.6 miles,1.9 miles,7.2 miles,NA,13.4 miles,2.1 miles,4.9 miles,NA,2.8 miles,4.4 miles,1.3 miles
294,425 Pontius Ave NSeattleWA,2.4 miles,1.4 miles,10.8 miles,NA,5.0 miles,9.1 miles,NA,1.0 mile,3.5 miles,1.6 miles,NA,0.2 mile,NA,0.3 mile
295,16116 N McDowell Mountain Ranch RdScottsdaleAZ,1.2 miles,1.2 miles,NA,6.3 miles,16.3 miles,17.1 miles,NA,1.4 miles,16.3 miles,5.3 miles,NA,1.5 miles,1.5 miles,1.9 miles
296,441 S Barrington AveLos AngelesCA,NA,NA,NA,0.5 mile,10.5 miles,18.7 miles,NA,3.6 miles,1.2 miles,0.9 mile,NA,1.8 miles,NA,0.4 mile
297,16492 ROYAL OAKIRVINECA,29.1 miles,"2,284 miles",72.0 miles,8.0 miles,NA,"2,282 miles",NA,4.2 miles,12.4 miles,NA,NA,30.1 miles,NA,3.9 miles
298,15241 Laguna Canyon RdIrvineCA,NA,10.8 miles,12.6 miles,2.7 miles,6.8 miles,"2,431 miles",NA,2.8 miles,NA,2.1 miles,NA,1.2 miles,4.2 miles,2.3 miles
299,16 Scarlet Woods CtThe WoodlandsTX,0.3 mile,3.3 miles,NA,3.4 miles,1.6 miles,2.0 miles,NA,5.3 miles,9.6 miles,3.7 miles,NA,2.3 miles,2.4 miles,3.7 miles
300,5800 3rd StSan FranciscoCA,2.0 miles,5.2 miles,9.8 miles,7.1 miles,5.4 miles,4.7 miles,NA,2.7 miles,7.5 miles,NA,NA,10.3 miles,NA,1.7 miles
301,9060 Irvine Center DrIrvineCA,8.1 miles,9.0 miles,9.8 miles,1.1 miles,2.6 miles,7.7 miles,NA,7.1 miles,2.4 miles,2.8 miles,1.7 miles,1.9 miles,3.9 miles,3.1 miles
304,7801 N 44th DrGlendaleAZ,2.4 miles,2.7 miles,7.2 miles,NA,3.5 miles,4.9 miles,NA,8.4 miles,NA,NA,NA,16.5 miles,NA,2.2 miles
306,7315 N Oracle RdTucsonAZ,NA,NA,NA,2.7 miles,1.5 miles,4.6 miles,NA,5.7 miles,2.3 miles,1.3 miles,7.3 miles,5.0 miles,5.0 miles,2.6 miles
308,14031 Bayside DrNorwalkCA,"2,816 miles","2,066 miles",43.8 miles,20.9 miles,9.8 miles,"2,577 miles",NA,110 miles,38.9 miles,NA,NA,95.0 miles,74.6 miles,29.6 miles
309,5153 Camino RuizCamarilloCA,5.3 miles,14.9 miles,60.9 miles,NA,NA,15.1 miles,NA,172 miles,NA,NA,NA,15.0 miles,NA,NA
310,705 W Queen Creek RdChandlerAZ,1.4 miles,3.1 miles,11.1 miles,6.6 miles,0.9 mile,5.7 miles,NA,10.6 miles,13.8 miles,0.8 mile,10.0 miles,2.0 miles,NA,0.8 mile
311,521 N TUSTIN AVESANTA ANACA,NA,NA,NA,5.4 miles,3.5 miles,2.3 miles,NA,NA,1.1 miles,0.3 mile,NA,5.7 miles,5.7 miles,1.2 miles
312,2754 VIA HACIENDAFULLERTONCA,NA,NA,NA,4.7 miles,13.0 miles,258 miles,NA,40.8 miles,31.0 miles,NA,NA,7.8 miles,NA,2.9 miles
314,19820 North Creek ParkwayBothellWA,"2,881 miles",1.5 miles,NA,NA,NA,NA,NA,2.9 miles,NA,NA,NA,3.3 miles,NA,NA
316,15 SPRING HILL LNLAGUNA HILLSCA,53.5 miles,59.8 miles,6.4 miles,3.0 miles,NA,51.0 miles,NA,NA,NA,NA,NA,NA,NA,1.2 miles
